id,zotero_url,zotero_title,legacy_source_id,zotero_date,last_modified
116,https://api.zotero.org/groups/4708800/items/FFFP4BWR,Manifest of the Pokemore,1,1838-3-12,2023-05-24 15:55:26.794062
117,https://api.zotero.org/groups/4708800/items/32ITDCHB,Manifest of the William Bryan,1,1838-3-25,2023-05-24 15:55:26.794062
118,https://api.zotero.org/groups/4708800/items/HQ9BTTQ8,Manifest of the Columbia,1,1838-4-2,2023-05-24 15:55:26.794062
119,https://api.zotero.org/groups/4708800/items/78Q66AKJ,Manifest of the Three Sisters,1,1838-4-12,2023-05-24 15:55:26.794062
120,https://api.zotero.org/groups/4708800/items/WER7HMUC,Manifest of the Columbia,1,1838-4-16,2023-05-24 15:55:26.794062
121,https://api.zotero.org/groups/4708800/items/ZKGVJSPV,Manifest of the Henry,1,1838-4-20,2023-05-24 15:55:26.794062
122,https://api.zotero.org/groups/4708800/items/V2TSQ2NM,Manifest of the Columbia,1,1838-4-30,2023-05-24 15:55:26.794062
123,https://api.zotero.org/groups/4708800/items/96VAAC3Z,Manifest of the Columbia,1,1838-5-1,2023-05-24 15:55:26.794062
124,https://api.zotero.org/groups/4708800/items/UV6JCVBN,Manifest of the Columbia,1,1838-5-15,2023-05-24 15:55:26.794062
125,https://api.zotero.org/groups/4708800/items/RCINJQW7,Manifest of the Columbia,1,1838-5-16,2023-05-24 15:55:26.794062
126,https://api.zotero.org/groups/4708800/items/74P3HUPV,Manifest of the Cuba,1,1838-6-8,2023-05-24 15:55:26.794062
127,https://api.zotero.org/groups/4708800/items/M3HH9KSH,Manifest of the Cuba,1,1838-6-19,2023-05-24 15:55:26.794062
128,https://api.zotero.org/groups/4708800/items/QUJNPEGQ,Manifest of the Columbia,1,1838-6-30,2023-05-24 15:55:26.794062
129,https://api.zotero.org/groups/4708800/items/2T9R36MQ,Manifest of the Louisiana,1,1838-7-21,2023-05-24 15:55:26.794062
130,https://api.zotero.org/groups/4708800/items/RZXQRZWH,Manifest of the Columbia,1,1838-7-31,2023-05-24 15:55:26.794062
131,https://api.zotero.org/groups/4708800/items/Z9XQGHJ9,Manifest of the Columbia,1,1838-8-1,2023-05-24 15:55:26.794062
132,https://api.zotero.org/groups/4708800/items/CSTSFFJD,Manifest of the Columbia,1,1838-9-18,2023-05-24 15:55:26.794062
133,https://api.zotero.org/groups/4708800/items/PNZF7UKZ,Manifest of the Henry,1,1838-10-29,2023-05-24 15:55:26.794062
134,https://api.zotero.org/groups/4708800/items/NCVNRK26,Manifest of the Columbia,1,1838-10-31,2023-05-24 15:55:26.794062
135,https://api.zotero.org/groups/4708800/items/75IPQAAF,Manifest of the Cuba,1,1838-11-1,2023-05-24 15:55:26.794062
136,https://api.zotero.org/groups/4708800/items/PXTWXTAT,Manifest of the Cuba,1,1838-11-7,2023-05-24 15:55:26.794062
137,https://api.zotero.org/groups/4708800/items/TQFCRCP2,Manifest of the Columbia,1,1838-11-14,2023-05-24 15:55:26.794062
138,https://api.zotero.org/groups/4708800/items/6RFJA462,Manifest of the Cuba,1,1838-11-21,2023-05-24 15:55:26.794062
139,https://api.zotero.org/groups/4708800/items/4PCX9QWK,Manifest of the Empresario,1,1838-11-26,2023-05-24 15:55:26.794062
140,https://api.zotero.org/groups/4708800/items/X3E35HDK,Manifest of the Columbia,1,1838-12-1,2023-05-24 15:55:26.794062
141,https://api.zotero.org/groups/4708800/items/T53RED7R,Manifest of the Cuba,1,1838-12-8,2023-05-24 15:55:26.794062
142,https://api.zotero.org/groups/4708800/items/HJVW33D5,Manifest of the Rufus Putnam,1,1838-12-19,2023-05-24 15:55:26.794062
143,https://api.zotero.org/groups/4708800/items/FT24SI9I,Manifest of the Cuba,1,1838-12-24,2023-05-24 15:55:26.794062
144,https://api.zotero.org/groups/4708800/items/KAJGQ8ZK,Manifest of the Cuba,1,1839-3-0,2023-05-24 15:55:26.794062
145,https://api.zotero.org/groups/4708800/items/RV6GJ9KF,Manifest of the Cuba,1,1839-3-23,2023-05-24 15:55:26.794062
146,https://api.zotero.org/groups/4708800/items/7G4RX48U,Manifest of the Columbia,1,1839-5-4,2023-05-24 15:55:26.794062
147,https://api.zotero.org/groups/4708800/items/NBPAHBXE,Manifest of the Cuba,1,1839-5-10,2023-05-24 15:55:26.794062
148,https://api.zotero.org/groups/4708800/items/GDDJIGUA,Manifest of the Cuba,1,1839-5-25,2023-05-24 15:55:26.794062
149,https://api.zotero.org/groups/4708800/items/CABF9NHJ,Manifest of the Columbia,1,1839-6-22,2023-05-24 15:55:26.794062
150,https://api.zotero.org/groups/4708800/items/2R4PZW56,Manifest of the Amazon,1,1839-7-8,2023-05-24 15:55:26.794062
151,https://api.zotero.org/groups/4708800/items/DKZNKBU6,Manifest of the Columbia,1,1839-8-3,2023-05-24 15:55:26.794062
152,https://api.zotero.org/groups/4708800/items/XB5C86QP,Manifest of the Columbia,1,1839-8-14,2023-05-24 15:55:26.794062
153,https://api.zotero.org/groups/4708800/items/A9B8T2V3,Manifest of the Neptune,1,1839-11-20,2023-05-24 15:55:26.794062
154,https://api.zotero.org/groups/4708800/items/4QI2TW6I,Manifest of the Columbia,1,1839-11-28,2023-05-24 15:55:26.794062
155,https://api.zotero.org/groups/4708800/items/36XUVR7E,Manifest of the New York,1,1839-12-10,2023-05-24 15:55:26.794062
156,https://api.zotero.org/groups/4708800/items/RKNRABVT,Manifest of the Neptune,1,1839-12-18,2023-05-24 15:55:26.794062
157,https://api.zotero.org/groups/4708800/items/K5ZUFRMC,Manifest of the Neptune,1,1839-12-20,2023-05-24 15:55:26.794062
158,https://api.zotero.org/groups/4708800/items/FI65WQXG,Manifest of the Byron,1,1840-1-10,2023-05-24 15:55:26.794062
159,https://api.zotero.org/groups/4708800/items/XEIKTDRU,Manifest of the Henry Clay,1,1840-1-16,2023-05-24 15:55:26.794062
160,https://api.zotero.org/groups/4708800/items/AQNCPPWJ,Manifest of the Columbia,1,1840-1-17,2023-05-24 15:55:26.794062
161,https://api.zotero.org/groups/4708800/items/EHVIWC3N,Manifest of the Neptune,1,1840-1-21,2023-05-24 15:55:26.794062
162,https://api.zotero.org/groups/4708800/items/M46ZWRMP,Manifest of the Neptune,1,1840-1-22,2023-05-24 15:55:26.794062
163,https://api.zotero.org/groups/4708800/items/IEQ2V4ER,Manifest of the Columbia,1,1840-2-1,2023-05-24 15:55:26.794062
164,https://api.zotero.org/groups/4708800/items/JMVSP2T6,Manifest of the Rampel,1,1840-2-1,2023-05-24 15:55:26.794062
165,https://api.zotero.org/groups/4708800/items/VCB53XGI,Manifest of the Henry,1,1840-2-24,2023-05-24 15:55:26.794062
166,https://api.zotero.org/groups/4708800/items/U2W2TFCI,Manifest of the Neptune,1,1840-3-6,2023-05-24 15:55:26.794062
167,https://api.zotero.org/groups/4708800/items/ETHAF788,Manifest of the New York,1,1840-3-9,2023-05-24 15:55:26.794062
168,https://api.zotero.org/groups/4708800/items/39FGN6NV,Manifest of the Albert Gallatin,1,1840-3-11,2023-05-24 15:55:26.794062
169,https://api.zotero.org/groups/4708800/items/HX64NW3C,Manifest of the Columbia,1,1840-3-14,2023-05-24 15:55:26.794062
170,https://api.zotero.org/groups/4708800/items/5BX7NNJC,Manifest of the Neptune,1,1840-3-21,2023-05-24 15:55:26.794062
171,https://api.zotero.org/groups/4708800/items/XKINTBAE,Manifest of the Columbia,1,1840-4-1,2023-05-24 15:55:26.794062
172,https://api.zotero.org/groups/4708800/items/QPBPMQ4M,Manifest of the Neptune,1,1840-4-4,2023-05-24 15:55:26.794062
173,https://api.zotero.org/groups/4708800/items/SHXM89E2,Manifest of the New York,1,1840-4-10,2023-05-24 15:55:26.794062
174,https://api.zotero.org/groups/4708800/items/5BPHXREZ,Manifest of the New York,1,1840-4-11,2023-05-24 15:55:26.794062
175,https://api.zotero.org/groups/4708800/items/83IDJIZQ,Manifest of the Champion,1,1840-4-10,2023-05-24 15:55:26.794062
176,https://api.zotero.org/groups/4708800/items/M4TMQU34,Manifest of the Columbia,1,1840-4-17,2023-05-24 15:55:26.794062
177,https://api.zotero.org/groups/4708800/items/IGV6EKWD,Manifest of the Henry,1,1840-4-29,2023-05-24 15:55:26.794062
178,https://api.zotero.org/groups/4708800/items/A4W8D834,Manifest of the Neptune,1,1840-5-8,2023-05-24 15:55:26.794062
179,https://api.zotero.org/groups/4708800/items/Q7NT2X8K,Manifest of the Maria,1,1840-5-9,2023-05-24 15:55:26.794062
180,https://api.zotero.org/groups/4708800/items/PBB8IQ46,Manifest of the New York,1,1840-5-12,2023-05-24 15:55:26.794062
181,https://api.zotero.org/groups/4708800/items/8BMPTU5Z,Manifest of the New York,1,1840-5-16,2023-05-24 15:55:26.794062
182,https://api.zotero.org/groups/4708800/items/4TK8BQ4F,Manifest of the Columbia,1,1840-5-28,2023-05-24 15:55:26.794062
183,https://api.zotero.org/groups/4708800/items/EKX8J3NT,Manifest of the New York,1,1840-5-29,2023-05-24 15:55:26.794062
184,https://api.zotero.org/groups/4708800/items/NCFVS747,Manifest of the Columbia,1,1840-6-15,2023-05-24 15:55:26.794062
185,https://api.zotero.org/groups/4708800/items/N6EIGNMV,Manifest of the Henry,1,1840-6-30,2023-05-24 15:55:26.794062
186,https://api.zotero.org/groups/4708800/items/52NKFMHE,Manifest of the Columbia,1,1840-8-1,2023-05-24 15:55:26.794062
187,https://api.zotero.org/groups/4708800/items/MQ4XTICM,Manifest of the Delaware,1,1840-8-15,2023-05-24 15:55:26.794062
188,https://api.zotero.org/groups/4708800/items/43NW58RJ,Manifest of the New York,1,1840-11-7,2023-05-24 15:55:26.794062
189,https://api.zotero.org/groups/4708800/items/N8CDP8UH,Manifest of the New York,1,1840-12-8,2023-05-24 15:55:26.794062
190,https://api.zotero.org/groups/4708800/items/TRK4HII9,Manifest of the New York,1,1840-12-19,2023-05-24 15:55:26.794062
191,https://api.zotero.org/groups/4708800/items/P3VZU3CD,Manifest of the Neptune,1,1840-12-24,2023-05-24 15:55:26.794062
192,https://api.zotero.org/groups/4708800/items/V7DUD6DH,Manifest of the Neptune,1,1840-12-26,2023-05-24 15:55:26.794062
193,https://api.zotero.org/groups/4708800/items/FXDF6C59,Manifest of the New York,1,1841-1-15,2023-05-24 15:55:26.794062
194,https://api.zotero.org/groups/4708800/items/KX3KGAAN,Manifest of the Savannah,1,1841-1-21,2023-05-24 15:55:26.794062
195,https://api.zotero.org/groups/4708800/items/7QQ82BQN,Manifest of the Neptune,1,1841-1-25,2023-05-24 15:55:26.794062
196,https://api.zotero.org/groups/4708800/items/K8XVVMV7,Manifest of the Savannah,1,1841-2-6,2023-05-24 15:55:26.794062
197,https://api.zotero.org/groups/4708800/items/JC2TMBXK,Manifest of the Neptune,1,1841-2-10,2023-05-24 15:55:26.794062
198,https://api.zotero.org/groups/4708800/items/BSCBWA7J,Manifest of the Neptune,1,1841-2-26,2023-05-24 15:55:26.794062
199,https://api.zotero.org/groups/4708800/items/Q7W8NGM3,Manifest of the New York,1,1841-3-2,2023-05-24 15:55:26.794062
200,https://api.zotero.org/groups/4708800/items/INU2VEXS,Manifest of the New York,1,1841-3-3,2023-05-24 15:55:26.794062
201,https://api.zotero.org/groups/4708800/items/KSFKABP9,Manifest of the Savannah,1,1841-3-6,2023-05-24 15:55:26.794062
202,https://api.zotero.org/groups/4708800/items/86KEB4BN,Manifest of the New York,1,1841-3-27,2023-05-24 15:55:26.794062
203,https://api.zotero.org/groups/4708800/items/IQDZN6EZ,Manifest of the New York,1,1841-3-29,2023-05-24 15:55:26.794062
204,https://api.zotero.org/groups/4708800/items/TQIXI6NG,Manifest of the Savannah,1,1841-4-7,2023-05-24 15:55:26.794062
205,https://api.zotero.org/groups/4708800/items/G4Z68EIB,Manifest of the Neptune,1,1841-4-8,2023-05-24 15:55:26.794062
206,https://api.zotero.org/groups/4708800/items/H659VJMP,Manifest of the Neptune,1,1841-4-10,2023-05-24 15:55:26.794062
207,https://api.zotero.org/groups/4708800/items/X9IBEP6W,Manifest of the New York,1,1841-4-17,2023-05-24 15:55:26.794062
208,https://api.zotero.org/groups/4708800/items/UP8PE78C,Manifest of the Savannah,1,1841-5-6,2023-05-24 15:55:26.794062
209,https://api.zotero.org/groups/4708800/items/M255VBCE,Manifest of the Savannah,1,1841-5-27,2023-05-24 15:55:26.794062
210,https://api.zotero.org/groups/4708800/items/UQ4J7ZVJ,Manifest of the Savannah,1,1841-7-10,2023-05-24 15:55:26.794062
211,https://api.zotero.org/groups/4708800/items/JDZ9ASDN,Manifest of the Henry,1,1841-10-1,2023-05-24 15:55:26.794062
212,https://api.zotero.org/groups/4708800/items/VCZKDXE3,Manifest of the New York,1,1841-11-20,2023-05-24 15:55:26.794062
213,https://api.zotero.org/groups/4708800/items/TCF4HBQG,Manifest of the New York,1,1841-12-8,2023-05-24 15:55:26.794062
214,https://api.zotero.org/groups/4708800/items/EDV39G7Q,Manifest of the New York,1,1841-12-24,2023-05-24 15:55:26.794062
215,https://api.zotero.org/groups/4708800/items/PNA2V2AN,Manifest of the Neptune,1,1842-1-5,2023-05-24 15:55:26.794062
216,https://api.zotero.org/groups/4708800/items/W2SKKE22,Manifest of the New York,1,1842-1-14,2023-05-24 15:55:26.794062
217,https://api.zotero.org/groups/4708800/items/5XIQNSUG,Manifest of the New York,1,1842-1-15,2023-05-24 15:55:26.794062
218,https://api.zotero.org/groups/4708800/items/HE9XHEZA,Manifest of the Neptune,1,1842-1-15,2023-05-24 15:55:26.794062
219,https://api.zotero.org/groups/4708800/items/HPIMRPNI,Manifest of the Neptune,1,1842-1-22,2023-05-24 15:55:26.794062
220,https://api.zotero.org/groups/4708800/items/4K7MQNII,Manifest of the Neptune,1,1842-2-7,2023-05-24 15:55:26.794062
221,https://api.zotero.org/groups/4708800/items/IZ9RD89Z,Manifest of the Neptune,1,1842-2-8,2023-05-24 15:55:26.794062
222,https://api.zotero.org/groups/4708800/items/IHJPRWIR,Manifest of the New York,1,1842-2-15,2023-05-24 15:55:26.794062
223,https://api.zotero.org/groups/4708800/items/AMJQUSV4,Manifest of the Neptune,1,1842-2-26,2023-05-24 15:55:26.794062
224,https://api.zotero.org/groups/4708800/items/CK8ZMMQ8,Manifest of the New York,1,1842-3-4,2023-05-24 15:55:26.794062
225,https://api.zotero.org/groups/4708800/items/HT7HNXNR,Manifest of the New York,1,1842-3-21,2023-05-24 15:55:26.794062
226,https://api.zotero.org/groups/4708800/items/3TRA279X,Manifest of the New York,1,1842-4-4,2023-05-24 15:55:26.794062
227,https://api.zotero.org/groups/4708800/items/56R3WNDT,Manifest of the New York,1,1842-4-21,2023-05-24 15:55:26.794062
228,https://api.zotero.org/groups/4708800/items/UWS6JJJ5,Manifest of the New York,1,1842-5-10,2023-05-24 15:55:26.794062
229,https://api.zotero.org/groups/4708800/items/J6UKX3M3,Manifest of the Henry,1,1842-5-21,2023-05-24 15:55:26.794062
230,https://api.zotero.org/groups/4708800/items/XIJEW4K8,Manifest of the Neptune,1,1842-6-2,2023-05-24 15:55:26.794062
231,https://api.zotero.org/groups/4708800/items/KPB5BBJ9,Manifest of the New York,1,1842-6-28,2023-05-24 15:55:26.794062
232,https://api.zotero.org/groups/4708800/items/5DW2ARC6,Manifest of the New York,1,1842-7-9,2023-05-24 15:55:26.794062
233,https://api.zotero.org/groups/4708800/items/UID6UV5H,Manifest of the Merchant,1,1842-8-19,2023-05-24 15:55:26.794062
234,https://api.zotero.org/groups/4708800/items/43QI3N7I,Manifest of the Merchant,1,1842-9-7,2023-05-24 15:55:26.794062
235,https://api.zotero.org/groups/4708800/items/CTKAHXKB,Manifest of the Neptune,1,1842-11-18,2023-05-24 15:55:26.794062
236,https://api.zotero.org/groups/4708800/items/XN48ASCM,Manifest of the Neptune,1,1842-12-3,2023-05-24 15:55:26.794062
237,https://api.zotero.org/groups/4708800/items/ID728UTF,Manifest of the New York,1,1842-12-10,2023-05-24 15:55:26.794062
238,https://api.zotero.org/groups/4708800/items/84NT445C,Manifest of the Neptune,1,1842-12-19,2023-05-24 15:55:26.794062
239,https://api.zotero.org/groups/4708800/items/WF8954S4,Manifest of the Neptune,1,1842-12-24,2023-05-24 15:55:26.794062
240,https://api.zotero.org/groups/4708800/items/A2D8NX9J,Manifest of the Neptune,1,1842-12-20,2023-05-24 15:55:26.794062
241,https://api.zotero.org/groups/4708800/items/XN4V6BGZ,Manifest of the Neptune,1,1843-1-7,2023-05-24 15:55:26.794062
242,https://api.zotero.org/groups/4708800/items/X26TISDB,Manifest of the New York,1,1843-1-16,2023-05-24 15:55:26.794062
243,https://api.zotero.org/groups/4708800/items/6BGIZNTU,Manifest of the Neptune,1,1843-1-26,2023-05-24 15:55:26.794062
244,https://api.zotero.org/groups/4708800/items/FGZX77U2,Manifest of the Neptune,1,1843-2-13,2023-05-24 15:55:26.794062
245,https://api.zotero.org/groups/4708800/items/QCFK4JNV,Manifest of the Neptune,1,1843-2-14,2023-05-24 15:55:26.794062
246,https://api.zotero.org/groups/4708800/items/WN88TS6U,Manifest of the New York,1,1843-2-25,2023-05-24 15:55:26.794062
247,https://api.zotero.org/groups/4708800/items/2NS5DIRD,Manifest of the Neptune,1,1843-3-8,2023-05-24 15:55:26.794062
248,https://api.zotero.org/groups/4708800/items/3REB8I78,Manifest of the Neptune,1,1843-3-9,2023-05-24 15:55:26.794062
249,https://api.zotero.org/groups/4708800/items/RB8AK4ZG,Manifest of the New York,1,1843-3-24,2023-05-24 15:55:26.794062
250,https://api.zotero.org/groups/4708800/items/V8R5AD57,Manifest of the Neptune,1,1843-3-24,2023-05-24 15:55:26.794062
251,https://api.zotero.org/groups/4708800/items/KZ8BFBC8,Manifest of the Neptune,1,1843-3-25,2023-05-24 15:55:26.794062
252,https://api.zotero.org/groups/4708800/items/IT85Z7QE,Manifest of the Neptune,1,1843-4-15,2023-05-24 15:55:26.794062
253,https://api.zotero.org/groups/4708800/items/QICJW68A,Manifest of the Raliff S. Duryea,1,1843-4-28,2023-05-24 15:55:26.794062
254,https://api.zotero.org/groups/4708800/items/QP23APEF,Manifest of the Neptune,1,1843-5-1,2023-05-24 15:55:26.794062
255,https://api.zotero.org/groups/4708800/items/WK57WPGU,Manifest of the New York,1,1843-5-8,2023-05-24 15:55:26.794062
256,https://api.zotero.org/groups/4708800/items/AIH664X4,Manifest of the Neptune,1,1843-5-15,2023-05-24 15:55:26.794062
257,https://api.zotero.org/groups/4708800/items/BG75GEWT,Manifest of the New York,1,1843-5-22,2023-05-24 15:55:26.794062
258,https://api.zotero.org/groups/4708800/items/XWH7XP8E,Manifest of the Neptune,1,1843-6-1,2023-05-24 15:55:26.794062
259,https://api.zotero.org/groups/4708800/items/S6DJCDD7,Manifest of the Sarah Barnes,1,1843-7-7,2023-05-24 15:55:26.794062
260,https://api.zotero.org/groups/4708800/items/SPCB3BRC,Manifest of the Sarah Barnes,1,1843-7-8,2023-05-24 15:55:26.794062
261,https://api.zotero.org/groups/4708800/items/QRQSFFGI,Manifest of the Neptune,1,1843-11-15,2023-05-24 15:55:26.794062
262,https://api.zotero.org/groups/4708800/items/2QGP4XAD,Manifest of the Neptune,1,1843-12-1,2023-05-24 15:55:26.794062
263,https://api.zotero.org/groups/4708800/items/XRH9XK9C,Manifest of the New York,1,1843-12-9,2023-05-24 15:55:26.794062
264,https://api.zotero.org/groups/4708800/items/KECP98T6,Manifest of the Neptune,1,1843-12-15,2023-05-24 15:55:26.794062
265,https://api.zotero.org/groups/4708800/items/N9NGCA8V,Manifest of the Neptune,1,1843-12-16,2023-05-24 15:55:26.794062
266,https://api.zotero.org/groups/4708800/items/KJKVPQH5,Manifest of the Rover,1,1843-12-14,2023-05-24 15:55:26.794062
267,https://api.zotero.org/groups/4708800/items/4KDD4F4J,Manifest of the Neptune,1,1844-1-2,2023-05-24 15:55:26.794062
268,https://api.zotero.org/groups/4708800/items/S5I6TG7K,Manifest of the New York,1,1844-1-23,2023-05-24 15:55:26.794062
269,https://api.zotero.org/groups/4708800/items/WXBVXACK,Manifest of the New York,1,1844-1-25,2023-05-24 15:55:26.794062
270,https://api.zotero.org/groups/4708800/items/TEAPDKQB,Manifest of the New York,1,1844-1-26,2023-05-24 15:55:26.794062
271,https://api.zotero.org/groups/4708800/items/B3KSDW7C,Manifest of the New York,1,1844-1-27,2023-05-24 15:55:26.794062
272,https://api.zotero.org/groups/4708800/items/7R3EUR46,Manifest of the Neptune,1,1844-2-3,2023-05-24 15:55:26.794062
273,https://api.zotero.org/groups/4708800/items/QG3V2SRT,Manifest of the New York,1,1844-2-7,2023-05-24 15:55:26.794062
274,https://api.zotero.org/groups/4708800/items/ZUR4G2R2,Manifest of the Neptune,1,1844-3-8,2023-05-24 15:55:26.794062
275,https://api.zotero.org/groups/4708800/items/HB5GHQUX,Manifest of the New York,1,1844-3-18,2023-05-24 15:55:26.794062
276,https://api.zotero.org/groups/4708800/items/BRT8EJHD,Manifest of the Neptune,1,1844-3-26,2023-05-24 15:55:26.794062
277,https://api.zotero.org/groups/4708800/items/ZKCKFQU3,Manifest of the New York,1,1844-4-4,2023-05-24 15:55:26.794062
278,https://api.zotero.org/groups/4708800/items/6XJM67XH,Manifest of the New York,1,1844-4-6,2023-05-24 15:55:26.794062
279,https://api.zotero.org/groups/4708800/items/UTU8RI26,Manifest of the New York,1,1844-4-8,2023-05-24 15:55:26.794062
280,https://api.zotero.org/groups/4708800/items/86SDH3AQ,Manifest of the Neptune,1,1844-4-17,2023-05-24 15:55:26.794062
281,https://api.zotero.org/groups/4708800/items/Z73PKH6I,Manifest of the Neptune,1,1844-5-6,2023-05-24 15:55:26.794062
282,https://api.zotero.org/groups/4708800/items/JUP3T5R3,Manifest of the New York,1,1844-5-15,2023-05-24 15:55:26.794062
283,https://api.zotero.org/groups/4708800/items/QDENGZX5,Manifest of the Rover,1,1844-5-18,2023-05-24 15:55:26.794062
284,https://api.zotero.org/groups/4708800/items/PPIVR4FJ,Manifest of the New York,1,1844-6-7,2023-05-24 15:55:26.794062
285,https://api.zotero.org/groups/4708800/items/G5ABD68M,Manifest of the New York,1,1844-6-26,2023-05-24 15:55:26.794062
286,https://api.zotero.org/groups/4708800/items/CCV6CHXN,Manifest of the New York,1,1844-6-28,2023-05-24 15:55:26.794062
287,https://api.zotero.org/groups/4708800/items/ZVP8ZJT7,Manifest of the Ranger,1,1844-7-15,2023-05-24 15:55:26.794062
288,https://api.zotero.org/groups/4708800/items/6R3G9P7F,Manifest of the Republic,1,1844-8-3,2023-05-24 15:55:26.794062
289,https://api.zotero.org/groups/4708800/items/BSVZS39N,Manifest of the Rover,1,1844-8-19,2023-05-24 15:55:26.794062
290,https://api.zotero.org/groups/4708800/items/K38KCPK5,Manifest of the New York,1,1844-11-22,2023-05-24 15:55:26.794062
291,https://api.zotero.org/groups/4708800/items/VTEF8K5R,Manifest of the John S. McKim,1,1844-12-19,2023-05-24 15:55:26.794062
292,https://api.zotero.org/groups/4708800/items/TE4PXC83,Manifest of the Neva,1,1844-12-27,2023-05-24 15:55:26.794062
293,https://api.zotero.org/groups/4708800/items/AE85QF6J,Manifest of the New York,1,1844-12-28,2023-05-24 15:55:26.794062
294,https://api.zotero.org/groups/4708800/items/2QHSE5C9,Manifest of the John S. McKim,1,1845-1-9,2023-05-24 15:55:26.794062
295,https://api.zotero.org/groups/4708800/items/2XIEXGJ2,Manifest of the William Bryan,1,1845-1-8,2023-05-24 15:55:26.794062
296,https://api.zotero.org/groups/4708800/items/VJC2CUU3,Manifest of the New York,1,1845-1-13,2023-05-24 15:55:26.794062
297,https://api.zotero.org/groups/4708800/items/UN3TS4UX,Manifest of the New York,1,1845-1-16,2023-05-24 15:55:26.794062
298,https://api.zotero.org/groups/4708800/items/V2DPB3GR,Manifest of the John S. McKim,1,1845-1-27,2023-05-24 15:55:26.794062
299,https://api.zotero.org/groups/4708800/items/8XHR7DPW,Manifest of the John S. McKim,1,1845-1-28,2023-05-24 15:55:26.794062
300,https://api.zotero.org/groups/4708800/items/HZC5NRER,Manifest of the Mary,1,1845-1-29,2023-05-24 15:55:26.794062
301,https://api.zotero.org/groups/4708800/items/J6Q9IB6K,Manifest of the John S. McKim,1,1845-2-17,2023-05-24 15:55:26.794062
302,https://api.zotero.org/groups/4708800/items/7Q6VSD4T,Manifest of the New York,1,1845-3-3,2023-05-24 15:55:26.794062
303,https://api.zotero.org/groups/4708800/items/WPKCGCEJ,Manifest of the New York,1,1845-3-4,2023-05-24 15:55:26.794062
304,https://api.zotero.org/groups/4708800/items/E6F97FEA,Manifest of the William Bryan,1,1845-3-8,2023-05-24 15:55:26.794062
305,https://api.zotero.org/groups/4708800/items/98SX8GKT,Manifest of the Mary,1,1845-3-18,2023-05-24 15:55:26.794062
306,https://api.zotero.org/groups/4708800/items/HA2MS6K7,Manifest of the New York,1,1845-4-1,2023-05-24 15:55:26.794062
307,https://api.zotero.org/groups/4708800/items/QZCP8DIH,Manifest of the Marmora,1,1845-4-10,2023-05-24 15:55:26.794062
308,https://api.zotero.org/groups/4708800/items/TF3BMPZD,Manifest of the Marmora,1,1845-4-12,2023-05-24 15:55:26.794062
