Shelfmark,UV URL,Page Label,Date,Type,VID
Add Ms 255576,,"f13, v","27, 1, 24",Shipping of slaves on the Bonita,77053
,,,,,
Add Ms 255576,,"f13, v","27, 1, 24",Certification for the Bonita as being in the company's service,77053
,,,,,
Add Ms 255576,,"f13, v","11, 2, 24",Bill of complaint vs Sr Philip York (for John Depoman et al),
,,,,,
Add Ms 255576,,"f13, v","17, 2, 24",Shipping of goods on the Samuel,76132
,,,,,
Add Ms 255576,,"f13, v","17, 2, 24",Shipping of goods on the Bootle,75187
,,,,,
Add Ms 255576,,"f13, v","17, 2, 24",Certification for the Bootle as being in the company's service,75187
,,,,,
Add Ms 255576,,"f13, v","17, 2, 24",Shipping of goods on the Alicant,78282
,,,,,
Add Ms 255576,,"f13, v","4, 3, 24",Shipping of goods on the Duke of Cambridge,75363
,,,,,
Add Ms 255576,,"f13, r","4, 3, 24",Shipping of slaves on the Samuel,76132
,,,,,
Add Ms 255576,,"f13, r","4, 3, 24",Shipping of slaves on the Alicant,78282
,,,,,
Add Ms 255576,,"f13, r","4, 3, 24",Appointment of James Houston as surgeon at Carthagena,
,,,,,
Add Ms 255576,,"f14, v","8, 4, 25",Shipping of goods on the Duke of Cambridge,75363
,,,,,
Add Ms 255576,,"f14, v","8, 4, 25",Certification for the Duke of Cambridge as being in the company's service,75363
,,,,,
Add Ms 255576,,"f14, v","15, 4, 25",Shipping of goods on the Catherine and Mercury,75247; 75867
,,,,,
Add Ms 255576,,"f14, v","30, 4, 25","Issuing of passes for ""negro ships"" to Jamaican agents",
,,,,,
Add Ms 255576,,"f14, v","30, 4, 25",Shipping of 250 slaves on the Catherine ,75247
,,,,,
Add Ms 255576,,"f14, v","30, 4, 25",Shipping of 460 slaves on the Mercury,75867
,,,,,
Add Ms 255576,,"f14, v","12, 5, 25",Shipping of goods on the Bellamount,75127
,,,,,
Add Ms 255576,,"f14, r","2, 6, 25",Shipping of 300 slaves on the Bellamount,75127
,,,,,
Add Ms 255576,,"f14, r","30, 6, 25",Deputation of super cargoes on the Prince Frederick annual ship ,
Add Ms 255576,,"f15, v","30, 6, 25",Deputation of super cargoes on the Prince Frederick annual ship ,
,,,,,
Add Ms 255576,,"f15, r","30, 6, 25",Certification of the Prince Frederick annual ship,
Add Ms 255576,,"f16, v","30, 6, 25",Certification of the Prince Frederick annual ship,
,,,,,
Add Ms 255576,,"f16, v","30, 6, 25",Agreement with super cargoes of the Prince Frederick annual ship,
Add Ms 255576,,"f16, r","30, 6, 25",Agreement with super cargoes of the Prince Frederick annual ship,
Add Ms 255576,,"f17, v","30, 6, 25",Agreement with super cargoes of the Prince Frederick annual ship,
Add Ms 255576,,"f17, r","30, 6, 25",Agreement with super cargoes of the Prince Frederick annual ship,
Add Ms 255576,,"f18, v","30, 6, 25",Agreement with super cargoes of the Prince Frederick annual ship,
Add Ms 255576,,"f18, r","30, 6, 25",Agreement with super cargoes of the Prince Frederick annual ship,
Add Ms 255576,,"f19, v","30, 6, 25",Agreement with super cargoes of the Prince Frederick annual ship,
Add Ms 255576,,"f19, r","30, 6, 25",Agreement with super cargoes of the Prince Frederick annual ship,
Add Ms 255576,,"f20, v","30, 6, 25",Agreement with super cargoes of the Prince Frederick annual ship,
,,,,,
Add Ms 255576,,"f20, r","14, 7, 25",Shipping of goods on the Radcliffe,76059
,,,,,
Add Ms 255576,,"f20, r","21, 7, 25",Shipping of goods on the Mary,75829
,,,,,
Add Ms 255576,,"f20, r","21, 7, 25",Shipping of goods on the Hope,75640
,,,,,
Add Ms 255576,,"f20, r","21, 7, 25",Shipping of 450 slaves on the Radcliffe,76059
,,,,,
Add Ms 255576,,"f20, r","21, 7, 25",Shipping of 240 slaves on the Hope,75640
,,,,,
Add Ms 255576,,"f20, r","28, 7, 25",Shipping of 560 slaves on the Mary,75829
,,,,,
Add Ms 255576,,"f20, r","9, 9, 25",Shipping of 250 slaves on the Caesar,75216
Add Ms 255576,,"f21, v","9, 9, 25",Shipping of 250 slaves on the Caesar,75216
,,,,,
Add Ms 255576,,"f21, v","9, 9, 25",Shipping of 500 slaves on the Luxbrough,75795
,,,,,
Add Ms 255576,,"f21, v","13, 10, 25",Shipping of 230 slaves on the Rose,76086
,,,,,
Add Ms 255576,,"f21, v","13, 10, 25",Shipping of goods on the Rose,76086
,,,,,
Add Ms 255576,,"f21, v","27, 10, 25",Shipping of goods on the Grenadier,75562
,,,,,
Add Ms 255576,,"f21, v","3, 11, 25",Shipping of 450 slaves on the Grenadier,75562
,,,,,
Add Ms 255576,,"f21, v","3, 11, 25",Shipping of 300 slaves on the William & Mary,76315
,,,,,
Add Ms 255576,,"f21, r","1, 12, 25",Shipping of goods on the Francis,75514
,,,,,
Add Ms 255576,,"f21, r","1, 12, 25",Shipping of goods on the Essex,75430
,,,,,
Add Ms 255576,,"f21, r","1, 12, 25",Shipping of goods on the King William,75735
,,,,,
Add Ms 255576,,"f21, r","3, 12, 25",Discharge of George Clifford & Co of Amsterdam,
,,,,,
Add Ms 255576,,"f21, r","3, 12, 25",Lease of house in Hammonds Alley for 99 years,
,,,,,
Add Ms 255576,,"f21, r","9, 9, 25",Shipping of goods on the King William,75735
,,,,,
Add Ms 255576,,"f21, r","9, 9, 25",Shipping of goods on the Pye,76037
,,,,,
Add Ms 255576,,"f21, r","9, 9, 25",Shipping of goods on the Essex,75430
,,,,,
Add Ms 255576,,"f21, r","16, 12, 25",Shipping of 350 slaves on the Essex,75430
Add Ms 255576,,"f22, v","16, 12, 25",Shipping of 350 slaves on the Essex,75430
,,,,,
Add Ms 255576,,"f22, v","16, 12, 25",Certification of the Essex,75430
,,,,,
Add Ms 255576,,"f22, v","16, 12, 25",Shipping of 500 slaves on the King William,75735
,,,,,
Add Ms 255576,,"f22, v","16, 12, 25",Certification of the King William,75735
,,,,,
Add Ms 255576,,"f22, v","16, 12, 25",Shipping of 450 slaves on the Francis,75514
,,,,,
Add Ms 255576,,"f22, v","16, 12, 25",Shipping of 230 slaves on the Pye,76037
,,,,,
Add Ms 255576,,"f22, v","24, 12, 25",Appointment of John Innes as surgeon at the Panama/ Portobello factory,
,,,,,
Add Ms 255576,,"f22, v","24, 12, 25",Appointment of Messrs Pitt & Herne as the company's agents at Cadiz,
,,,,,
Add Ms 255576,,"f22, r","24, 12, 25",Shipping of goods on the Prince Frederick; Rudge; Luxborough; Rose; and Grenadier,75795; 76086; 75562
,,,,,
Add Ms 255576,,"f22, r","2, 2, 25",Shipping of goods on the Bristow to Buenos Aires,
,,,,,
Add Ms 255576,,"f22, r","2, 2, 25",Certification of the Bristow,
,,,,,
Add Ms 255576,,"f22, r","2, 2, 25",Shipping of goods on the Thetis,76243
,,,,,
Add Ms 255576,,"f22, r","2, 9, 25",Shipping of 250 slaves on the Thetis,76243
,,,,,
Add Ms 255576,,"f23, v","16, 2, 25",Shipping of goods on the Beckford,78280
,,,,,
Add Ms 255576,,"f23, v","24, 2, 25",Shipping of goods on the Essex; King William; Francis; and Sea Horse,75430; 75735; 75514; 76158
,,,,,
Add Ms 255576,,"f23, v","4, 3, 25","£12,000 per annum from the exchequer for charges of managing the public debt",
,,,,,
Add Ms 255576,,"f23, v","10, 3, 25",Shipping of 600 slaves on the Beckford,78280
,,,,,
Add Ms 255576,,"f23, r","6, 4, 26",Shipping goods on the Elizabeth,78283
,,,,,
Add Ms 255576,,"f23, r","21, 4, 26",Shipping of 300 slaves on the Elizabeth,78283
,,,,,
Add Ms 255576,,"f23, r","27, 5, 26",Bill of chancery vs Sarah Webster & Judith Webster,
,,,,,
Add Ms 255576,,"f23, r","15, 6, 26",Shipping of 600 slaves on the St Michael,76203
,,,,,
Add Ms 255576,,"f23, r","15, 6, 26",Certification for the St Michael,76203
,,,,,
Add Ms 255576,,"f24, v","15, 6, 26",Shipping of 400 slaves on the Sea Horse,76158
,,,,,
Add Ms 255576,,"f24, v","15, 6, 26",Certification for the Sea Horse,76158
,,,,,
Add Ms 255576,,"f24, v","23, 6, 26",Bill of chancery vs Anthony Mendex et al,
,,,,,
Add Ms 255576,,"f24, v","24, 6, 26",Licenses for the St Michael and Sea Horse to acquire slaves in the Indian Ocean,76203; 76158
,,,,,
Add Ms 255576,,"f24, v","13, 7, 26","Arbitration bond with Thomas Bedell, late factor in New Spain",
,,,,,
Add Ms 255576,,"f24, r","13, 7, 26",Arbitration bond with owners of the Cardigan,75235
,,,,,
Add Ms 255576,,"f24, r","13, 7, 26",Certification for the St George,
,,,,,
Add Ms 255576,,"f24, r","14, 7, 26",Release from the company to Thomas Mottley ,
,,,,,
Add Ms 255576,,"f24, r","28, 7, 26","Arbitration bond with Thomas Dover, late chief of the Buenos Aires factory; plus Rebecca Martyn's claim on the company",
,,,,,
Add Ms 255576,,"f24, r","28, 7, 26",Shipping of wrought silk on the Essex,75430
,,,,,
Add Ms 255576,,"f24, r",,Shipping of goods on the King William,75735
,,,,,
Add Ms 255576,,"f24, r",,Shipping of goods on the Beckford,78280
,,,,,
Add Ms 255576,,"f24, v",,Certification for the Saint James,
,,,,,
Add Ms 255576,,"f24, v","7, 10, 26",Release to Mr [Thomas] Bedell,
,,,,,
Add Ms 255576,,"f24, v","3, 11, 26",Arbitration bond with Dr Thomas Dover,
,,,,,
Add Ms 255576,,"f24, v","24, 11, 26",Cross bill vs Mr Bennet,
,,,,,
Add Ms 255576,,"f24, v","25, 1, 26",Arbitration bond vs owners of the ship Devonshire,75321
,,,,,
Add Ms 255576,,"f24, v","26, 1, 26",Bill of chancery vs John Bateson & Jane (his wife),
,,,,,
Add Ms 255576,,"f24, v","28, 1, 26",Release to owners of the ship Devonshire,753321
Add Ms 255576,,"f24, r","28, 1, 26",Release to owners of the ship Devonshire,753321
,,,,,
Add Ms 255576,,"f24, r","3, 5, 27",Arbitration bond vs Francis Chamberlaine (owner of the Mary),75829
,,,,,
Add Ms 255576,,"f24, r","13, 7, 27",Shipping of 5292 yards calico on the Townsend for Holland,
,,,,,
Add Ms 255576,,"f24, r","8, 11, 27",Arbitration bond vs Edward Brigden et al (owners of the Bellamont),75127
,,,,,
Add Ms 255576,,"f25, v","20, 12, 27",Indemnification of Joseph Shaw for transfering stock and money,
,,,,,
Add Ms 255576,,"f25, v","14, 2, 27",Bill of chancery vs Richard Mead,
,,,,,
Add Ms 255576,,"f25, v","14, 2, 27",Empowerment of Samuel Collit and Jonathan Perrie as Jamaican factors,
Add Ms 255576,,"f25, r","14, 2, 27",Empowerment of Samuel Collit and Jonathan Perrie as Jamaican factors,
Add Ms 255576,,"f26, v","14, 2, 27",Empowerment of Samuel Collit and Jonathan Perrie as Jamaican factors,
Add Ms 255576,,"f26, r","14, 2, 27",Empowerment of Samuel Collit and Jonathan Perrie as Jamaican factors,
Add Ms 255576,,"f27, v","14, 2, 27",Empowerment of Samuel Collit and Jonathan Perrie as Jamaican factors,
Add Ms 255576,,"f27, r","14, 2, 27",Empowerment of Samuel Collit and Jonathan Perrie as Jamaican factors,
Add Ms 255576,,"f28, v","14, 2, 27",Empowerment of Samuel Collit and Jonathan Perrie as Jamaican factors,
,,,,,
Add Ms 255576,,"f28, r","14, 2, 27",Certification for the sloop Asiento ,
Add Ms 255576,,"f29, v","14, 2, 27",Certification for the sloop Asiento ,
,,,,,
Add Ms 255576,,"f29, r","12, 3, 28",Appointment of Richard Rigby and Henry Johnson as factors  at the Panama and Portobelo factory,
Add Ms 255576,,"f30, v","12, 3, 28",Appointment of Richard Rigby and Henry Johnson as factors  at the Panama and Portobelo factory,
Add Ms 255576,,"f30, r","12, 3, 28",Appointment of Richard Rigby and Henry Johnson as factors  at the Panama and Portobelo factory,
Add Ms 255576,,"f31, v","12, 3, 28",Appointment of Richard Rigby and Henry Johnson as factors  at the Panama and Portobelo factory,
Add Ms 255576,,"f31, r","12, 3, 28",Appointment of Richard Rigby and Henry Johnson as factors  at the Panama and Portobelo factory,
Add Ms 255576,,"f32, v","12, 3, 28",Appointment of Richard Rigby and Henry Johnson as factors  at the Panama and Portobelo factory,
Add Ms 255576,,"f32, r","12, 3, 28",Appointment of Richard Rigby and Henry Johnson as factors  at the Panama and Portobelo factory,
,,,,,
Add Ms 255576,,"f33, v","12, 3, 28",Appointment of Mr John Innes as surgeon at the Panama and Portobelo factory,
Add Ms 255576,,"f33, r","12, 3, 28",Appointment of Mr John Innes as surgeon at the Panama and Portobelo factory,
Add Ms 255576,,"f34, v","12, 3, 28",Appointment of Mr John Innes as surgeon at the Panama and Portobelo factory,
Add Ms 255576,,"f34, r","12, 3, 28",Appointment of Mr John Innes as surgeon at the Panama and Portobelo factory,
Add Ms 255576,,"f35, v","12, 3, 28",Appointment of Mr John Innes as surgeon at the Panama and Portobelo factory,
,,,,,
Add Ms 255576,,"f35, v","12, 3, 28",Revocation of previous Panama and Portobelo factors' powers,
Add Ms 255576,,"f35, r","12, 3, 28",Revocation of previous Panama and Portobelo factors' powers,
Add Ms 255576,,"f36, v","12, 3, 28",Revocation of previous Panama and Portobelo factors' powers,
,,,,,
Add Ms 255576,,"f36, v","12, 3, 28",Deputation of Panama and Portobelo new factors,
Add Ms 255576,,"f36, r","12, 3, 28",Deputation of Panama and Portobelo new factors,
,,,,,
Add Ms 255576,,"f37, v","3, 12, 25","Release of Messrs Clifford & Co, merchants of Amsterdam",
Add Ms 255576,,"f37, r","3, 12, 25","Release of Messrs Clifford & Co, merchants of Amsterdam",
Add Ms 255576,,"f38, v","3, 12, 25","Release of Messrs Clifford & Co, merchants of Amsterdam",
,,,,,
Add Ms 255576,,"f38, v","3, 12, 25",Revocation of previous Panama and Portobelo factors' powers,
Add Ms 255576,,"f38, r","3, 12, 25",Revocation of previous Panama and Portobelo factors' powers,
Add Ms 255576,,"f39, v","3, 12, 25",Revocation of previous Panama and Portobelo factors' powers,
,,,,,
Add Ms 255576,,"f39, v","3, 12, 25",Deputation of new factors at Panama and Portobelo factory,
Add Ms 255576,,"f39, r","3, 12, 25",Deputation of new factors at Panama and Portobelo factory,
,,,,,
Add Ms 255576,,"f40, v","3, 12, 25",Appointment of new factors at Panama and Portobelo factory,
Add Ms 255576,,"f40, r","3, 12, 25",Appointment of new factors at Panama and Portobelo factory,
Add Ms 255576,,"f41, v","3, 12, 25",Appointment of new factors at Panama and Portobelo factory,
Add Ms 255576,,"f41, r","3, 12, 25",Appointment of new factors at Panama and Portobelo factory,
Add Ms 255576,,"f42, v","3, 12, 25",Appointment of new factors at Panama and Portobelo factory,
Add Ms 255576,,"f42, r","3, 12, 25",Appointment of new factors at Panama and Portobelo factory,
Add Ms 255576,,"f43, v","3, 12, 25",Appointment of new factors at Panama and Portobelo factory,
Add Ms 255576,,"f43, r","3, 12, 25",Appointment of new factors at Panama and Portobelo factory,
Add Ms 255576,,"f43, r","3, 12, 25",Appointment of new factors at Panama and Portobelo factory,
Add Ms 255576,,"f44, v","3, 12, 25",Appointment of new factors at Panama and Portobelo factory,
Add Ms 255576,,"f44, r","3, 12, 25",Appointment of new factors at Panama and Portobelo factory,
Add Ms 255576,,"f45, v","3, 12, 25",Appointment of new factors at Panama and Portobelo factory,
Add Ms 255576,,"f45, r","3, 12, 25",Appointment of new factors at Panama and Portobelo factory,
,,,,,
Add Ms 255576,,"f45, r","3, 12, 25",Tariff of charges on slaves traded between the Panama and Portobelo factories,
Add Ms 255576,,"f46, v","3, 12, 25",Tariff of charges on slaves traded between the Panama and Portobelo factories,
,,,,,
Add Ms 255576,,"f46, r","12, 3, 28",Shipping of goods on the Essex,77041
,,,,,
Add Ms 255576,,"f46, r","12, 3, 28",Shipping of goods on the Mermaid,77048
,,,,,
Add Ms 255576,,"f46, r","28, 3, 29",Shipping of 550 slaves on the Mermaid,77048
,,,,,
Add Ms 255576,,"f46, r","28, 3, 29",Shipping of 400 slaves on the Essex,77041
,,,,,
Add Ms 255576,,"f46, r","28, 3, 29",Arbitration bond vs owners of the Beckford,78280
,,,,,
Add Ms 255576,,"f46, r","28, 3, 29",Bill of chancery vs Isaac Mendes Monforte et al,
,,,,,
Add Ms 255576,,"f46, r","3, 4, 29",Covenants with the East India Company re: licenses for the St Michael and Rudge,78951; 77047
,,,,,
Add Ms 255576,,"f46, r","3, 4, 29",Shipping of 618 slaves on the St Michael and 412 slaves on the Rudge,78951; 77047
,,,,,
Add Ms 255576,,"f46, r","18, 4, 29",Certification for the St Michael and Rudge,78951; 77047
,,,,,
Add Ms 255576,,"f47, v","2, 5, 29",Power of attorney to Portobelo and Panama factors to recover company's effects,
Add Ms 255576,,"f47, r","2, 5, 29",Power of attorney to Portobelo and Panama factors to recover company's effects,
,,,,,
Add Ms 255576,,"f48, v","9, 7, 29",Appointment of new factors at the Havana factory,
Add Ms 255576,,"f48, r","9, 7, 29",Appointment of new factors at the Havana factory,
Add Ms 255576,,"f49, v","9, 7, 29",Appointment of new factors at the Havana factory,
Add Ms 255576,,"f49, r","9, 7, 29",Appointment of new factors at the Havana factory,
Add Ms 255576,,"f50, v","9, 7, 29",Appointment of new factors at the Havana factory,
Add Ms 255576,,"f50, r","9, 7, 29",Appointment of new factors at the Havana factory,
Add Ms 255576,,"f51, v","9, 7, 29",Appointment of new factors at the Havana factory,
Add Ms 255576,,"f51, r","9, 7, 29",Appointment of new factors at the Havana factory,
Add Ms 255576,,"f52, v","9, 7, 29",Appointment of new factors at the Havana factory,
Add Ms 255576,,"f52, r","9, 7, 29",Appointment of new factors at the Havana factory,
Add Ms 255576,,"f53, v","9, 7, 29",Appointment of new factors at the Havana factory,
Add Ms 255576,,"f53, r","9, 7, 29",Appointment of new factors at the Havana factory,
,,,,,
Add Ms 255576,,"f53, r","9, 7, 29",Tariff of charges on slaves sold at the Havana factory,
Add Ms 255576,,"f54, v","9, 7, 29",Tariff of charges on slaves sold at the Havana factory,
,,,,,
Add Ms 255576,,"f54, r","9, 7, 29",Deputization of Havana factors,
,,,,,
Add Ms 255576,,"f55, v","9, 7, 29",Empowerment of Havana factors,
Add Ms 255576,,"f55, r","9, 7, 29",Empowerment of Havana factors,
,,,,,
Add Ms 255576,,"f55, r","9, 7, 29",Empowerment of Carthagena factors,
Add Ms 255576,,"f56, v","9, 7, 29",Empowerment of Carthagena factors,
,,,,,
Add Ms 255576,,"f56, r","9, 7, 29",Deputization of Carthagena factors,
,,,,,
Add Ms 255576,,"f57, v","9, 7, 29",Appointment of Carthagena factors,
Add Ms 255576,,"f57, r","9, 7, 29",Appointment of Carthagena factors,
Add Ms 255576,,"f58, v","9, 7, 29",Appointment of Carthagena factors,
Add Ms 255576,,"f58, r","9, 7, 29",Appointment of Carthagena factors,
Add Ms 255576,,"f59, v","9, 7, 29",Appointment of Carthagena factors,
Add Ms 255576,,"f59, r","9, 7, 29",Appointment of Carthagena factors,
Add Ms 255576,,"f60, v","9, 7, 29",Appointment of Carthagena factors,
Add Ms 255576,,"f60, r","9, 7, 29",Appointment of Carthagena factors,
Add Ms 255576,,"f61, v","9, 7, 29",Appointment of Carthagena factors,
Add Ms 255576,,"f61, r","9, 7, 29",Appointment of Carthagena factors,
Add Ms 255576,,"f62, v","9, 7, 29",Appointment of Carthagena factors,
Add Ms 255576,,"f62, r","9, 7, 29",Appointment of Carthagena factors,
Add Ms 255576,,"f63, v","9, 7, 29",Appointment of Carthagena factors,
,,,,,
Add Ms 255576,,"f63, r","4, 3, 29",Empowerment of Mr de Gols to receive company's dues from the exchequer,
,,,,,
Add Ms 255576,,"f63, r","4, 3, 29",Certification of the Prince of Asturius,
Add Ms 255576,,"f64, v","4, 3, 29",Certification of the Prince of Asturius,
Add Ms 255576,,"f64, r","4, 3, 29",Certification of the Prince of Asturius,
,,,,,
Add Ms 255576,,"f64, r","4, 3, 29",Deputization of Buenos Aires factors,
Add Ms 255576,,"f65, v","4, 3, 29",Deputization of Buenos Aires factors,
,,,,,
Add Ms 255576,,"f65, r","4, 3, 29",Appointment of Buenos Aires factors,
Add Ms 255576,,"f66, v","4, 3, 29",Appointment of Buenos Aires factors,
Add Ms 255576,,"f66, r","4, 3, 29",Appointment of Buenos Aires factors,
Add Ms 255576,,"f67, v","4, 3, 29",Appointment of Buenos Aires factors,
Add Ms 255576,,"f67, r","4, 3, 29",Appointment of Buenos Aires factors,
Add Ms 255576,,"f68, v","4, 3, 29",Appointment of Buenos Aires factors,
Add Ms 255576,,"f68, r","4, 3, 29",Appointment of Buenos Aires factors,
Add Ms 255576,,"f69, v","4, 3, 29",Appointment of Buenos Aires factors,
Add Ms 255576,,"f69, r","4, 3, 29",Appointment of Buenos Aires factors,
Add Ms 255576,,"f70, v","4, 3, 29",Appointment of Buenos Aires factors,
Add Ms 255576,,"f70, r","4, 3, 29",Appointment of Buenos Aires factors,
Add Ms 255576,,"f71, v","4, 3, 29",Appointment of Buenos Aires factors,
Add Ms 255576,,"f71, r","4, 3, 29",Appointment of Buenos Aires factors,
,,,,,
