Shelfmark,Page Labels,Dates,Types,Slave Voyages Notes,image_filename,iiif_baseimage_url,,,,,,,,,,,,,,,,,,
mssST57v19,f.9v,"3,15,1721",Journal,Mr Pescal,mssST_57_v19_022.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/925/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST57v19,f.10r,"3,15,1721",Journal,Mr Pescal,mssST_57_v19_023.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/926/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.10v,"3,15,1721",Journal,Mr Hoffman,mssST_57_v19_024.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/927/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.10v,"3,16,1721",Journal,,mssST_57_v19_024.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/927/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST57v19,f.11r,"3,16,1721",Journal,,mssST_57_v19_025.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/928/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.11r,"3,18,1721",Journal,,mssST_57_v19_025.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/928/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.11v,"3,18,1721",Journal,Mr Bach,mssST_57_v19_026.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/929/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.12r,"3,18,1721",Journal,,mssST_57_v19_027.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/930/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.12r,"3,18,1721",Journal,Mr Derham,mssST_57_v19_027.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/930/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST57v19,f.13v,"3,18,1721",Journal,Mr Derham,mssST_57_v19_028.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/931/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.13v,"3,18,1721",Journal,,mssST_57_v19_028.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/931/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST57v19,f.14r,"3,18,1721",Journal,,mssST_57_v19_029.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/932/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.14r,"3,20,1721",Journal,Mr Slate,mssST_57_v19_029.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/932/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.14r,"3,21,1721",Journal,Rev Philips,mssST_57_v19_029.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/932/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.14v,"3,22,1721",Journal,,mssST_57_v19_030.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/933/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.14v,"3,22,1721",Journal,Mr Lockwood,mssST_57_v19_030.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/933/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.14v,"3,22,1721",Journal,Mr Crosbye,mssST_57_v19_030.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/933/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST57v19,f.15r,"3,22,1721",Journal,Mr Crosbye,mssST_57_v19_031.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/934/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.15r,"3,29,1721",Journal,Mr. Carmaroon,mssST_57_v19_031.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/934/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST57v19,f.15v,"3,29,1721",Journal,Mr. Carmaroon,mssST_57_v19_032.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/935/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST57v19,f.16r,"3,29,1721",Journal,Mr. Carmaroon,mssST_57_v19_033.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/936/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.16v,"3,28,1721",Journal,Rev Hunt,mssST_57_v19_034.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/937/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST57v19,f.17r,"3,28,1721",Journal,Rev Hunt,mssST_57_v19_035.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/938/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.17r,"3,28,1721",Journal,S.Stewart,mssST_57_v19_035.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/938/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.17v,"4,3,1721",Journal,Mr Carmaroon,mssST_57_v19_036.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/939/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.17v,"4,3,1721",Journal,Stewart,mssST_57_v19_036.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/939/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.18r,"4,5,1721",Journal,Mr Parsons,mssST_57_v19_037.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/940/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.18r,"4,8,1721",Journal,Mr Corneillius,mssST_57_v19_037.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/940/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST57v19,f.18v,"4,8,1721",Journal,Mr Corneillius,mssST_57_v19_038.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/941/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.18v,"4,12,1721",Journal,Mr Woodhouse,mssST_57_v19_038.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/941/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST57v19,f.19r,"4,12,1721",Journal,Mr Woodhouse,mssST_57_v19_039.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/942/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.19r,"4,12,1721",Journal,Mr Clayton,mssST_57_v19_039.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/942/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST57v19,f.19v,"4,12,1721",Journal,Mr Clayton,mssST_57_v19_040.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/943/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.19v,"4,12,1721",Journal,Mr Bach,mssST_57_v19_040.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/943/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST57v19,f.20r,"4,12,1721",Journal,Mr Bach,mssST_57_v19_040.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/943/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.20r,"4,14,1721",Journal,Mr Lockwood,mssST_57_v19_041.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/944/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.20v,"4,14,1721",Journal,Col Dunbar,mssST_57_v19_042.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/945/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST57v19,f.21r,"4,14,1721",Journal,Col Dunbar,mssST_57_v19_043.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/946/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.21r,"4,14,1721",Journal,Mr Geo B,mssST_57_v19_043.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/946/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.21r,"4,15,1721",Journal,Mr P,mssST_57_v19_043.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/946/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.21v,"4,15,1721",Journal,Mr P,mssST_57_v19_044.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/947/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST57v19,f.22r,"4,15,1721",Journal,Mr P,mssST_57_v19_045.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/948/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.22r,"4,17,1721",Journal,V. Cornwall,mssST_57_v19_045.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/948/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST57v19,f.22v,"4,17,1721",Journal,V. Cornwall,mssST_57_v19_046.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/949/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.22v,"4,18,1721",Journal,Mr Brydges,mssST_57_v19_046.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/949/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.22v,"4,16,1721",Journal,Mr Orange,mssST_57_v19_046.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/949/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST57v19,f.23r,"4,16,1721",Journal,Mr Orange,mssST_57_v19_047.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/950/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.23r,"4,16,1721",Journal,Mr S,mssST_57_v19_047.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/950/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST57v19,f.23r,"4,17,1721",Journal,Mr S,mssST_57_v19_048.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/951/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.23v,"4,17,1721",Journal,Mr D,mssST_57_v19_048.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/951/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST57v19,f.24r,"4,17,1721",Journal,Mr D,mssST_57_v19_049.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/952/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.24r,"4,18,1721",Journal,Capt Oakley,mssST_57_v19_049.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/952/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST57v19,f.24v,"4,18,1721",Journal,Capt Oakley,mssST_57_v19_050.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/953/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.24v,"4,18,1721",Journal,Capt Oakley,mssST_57_v19_050.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/953/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST57v19,f.25r,"4,18,1721",Journal,Capt Oakley,mssST_57_v19_051.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/954/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST57v19,f.25v,"4,18,1721",Journal,Capt Oakley,mssST_57_v19_052.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/955/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.25v,"4,16,1721",Journal,,mssST_57_v19_052.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/955/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST57v19,f.26r,"4,16,1721",Journal,,mssST_57_v19_053.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/956/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.26r,"4,22,1721",Journal,Mr Stuart,mssST_57_v19_053.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/956/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.26r,"4,24,1721",Journal,,mssST_57_v19_053.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/956/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST57v19,f.26v,"4,24,1721",Journal,,mssST_57_v19_054.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/957/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.26v,"4,24,1721",Journal,His Excellency,mssST_57_v19_054.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/957/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.26v,"4,24,1721",Journal,Mr Davenport,mssST_57_v19_054.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/957/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST57v19,f.27r,"4,24,1721",Journal,Mr Davenport,mssST_57_v19_055.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/958/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST57v19,f.27v,"4,24,1721",Journal,Mr Davenport,mssST_57_v19_056.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/959/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.27v,"4,26,1721",Journal,Franklyn,mssST_57_v19_056.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/959/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST57v19,f.28r,"4,26,1721",Journal,Franklyn,mssST_57_v19_057.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/960/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.28r,"4,27,1721",Journal,Mr W,mssST_57_v19_057.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/960/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST57v19,f.28v,"4,27,1721",Journal,Mr W,mssST_57_v19_058.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/961/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.28v,"4,27,1721",Journal,Mr Osbourne,mssST_57_v19_058.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/961/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST57v19,f.29r,"4,27,1721",Journal,Mr Osbourne,mssST_57_v19_059.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/962/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.29r,"5,1,1721",Journal,Duchess of Marlborough,mssST_57_v19_059.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/962/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.29v,"5,1,1721",Journal, M Marye,mssST_57_v19_060.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/963/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v19,f.29v,"5,8,1721",Journal,D Stuart,mssST_57_v19_060.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/963/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST57v19,f.30r,"5,8,1721",Journal,D Stuart,mssST_57_v19_061.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/964/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
