13693|ABAPP|<i>Annaes da Biblioteca e Arquivo Publico do Pará</i>, vol. 2 (1903), vol. 8 (1913).|3
13694|AR|<i>Annual Register</i>, 1762, 1792.|3
13695|PWV|Anon, <i>Pertinent en Waarachtig Verhaal van alle de Handelingen en Directie van Pedro van Belle ontrent Den Slavenhandel</i> (Rotterdam, 1689).|3
13696|Anon,Journal|<p>Anon, <em>Journal d'un voyage sur les&nbsp;<span class="st"><em>c&ocirc;tes</em></span> d'Afrique et aux Indes d'Espagne; avec une description particuliere de la riviere de la Plata, de Buenosayres, &amp; autres Lieux; commenc&eacute; en 1702 &amp; fini en 1706</em> (Amsterdam, 1730).</p>|3
13697|GentMag|Anon, <i>Gentleman's Magazine</i>.|3
13698|RL|Anon, <i>Report of the Lords Committee of Council appointed for the Consideration of all Matters Relating to Trade and Foreign Plantations</i> (London, 1789). [Also in Parliamentary Papers, 1789 (646), XXVI.]    |3
13699|GentMag,1906|Anon,"The Adventures of Mongovo, George," <i>Gentleman's Magazine,</i> 300 (1906).|3
13700|Appleby,1993|Appleby, John C.,"A Guinea Venture c. 1657: A note on the Early English Slave Trade," <i>Mariner's Mirror</i>, 79 (1993): 84-7.|3
13701|Appleby,1995|Appleby, John C.,"A Business of Much Difficulty': A London Slaving Venture, 1651-54," <i>Mariner's Mirror</i>, 83 (1995): 3-14.|3
13702|Armstrong|Armstrong, James C.,"Madagascar and the Slave Trade in the Seventeenth Century," <i>Omaly Sy Anio</i>, 17-20 (1983-84): 211-232. |3
13703|AA|<i>Arquivos de Angola</i>, 27 vols. (Luanda, 1936-70).|3
13704|Arthy|Arthy, Elliot, <i>Introductory Obsevations in Favor of the African Slave Trade</i> (Liverpool, 1804).|3
13705|Grace|Ashton, T. S., (ed.), <i>Letters of a West African Trader, Edward Grace, 1767-70</i> (London, 1950).|3
13706|Astley|Astley, T. (ed.), <i>A New General Collection of Voyages and Travels: Consisting of the Most Esteemed Relations Which have been hitherto Published in Any Language</i>, 4 vols. (London, 1745-47 [1743-47]).|3
13707|Atkins|Atkins, John, <i>A Voyage to Guinea, Brazil and the West Indies in His Majesty's ships Swallow and Weymouth</i> (London, 1970).|3
13708|DDT|Barbot, Jean,"Journal d'un voyage de traite en Guineé, B Cayenne et aux Antilles fait par Jean Barbot, 1678-79," edited by G. Debien, M. Delafosse et G, Thilmans, <i>Bulletin de l'Institut Fondamental d'Afrique Noir</i>, Série B, 40 (1978): 235-395.|3
13709|PAST|Coughtry, Jay (ed.), <i>Papers of the American Slave Trade (microform)</i> (Bethesda, MD, 1996).|3
13710|Cox|Cox, Gregory Stevens, <i>St Peter Port, 1680-1830: The History of an International Entrepôt</i> (Woodbridge, 1999).|3
13711|NYG|<i>New York Gazette</i>|2
13712|Barker|Barker, Robert, <i>The Unfortunate Shipwright or, Cruel Captain. Being a narrative of the parallel'd sufferings of Robert Barker, late carpenter on board the Thetis, Snow of Bristol, in a voyage to the coast of Guinea and Antigua</i> (London, 1760).                                                            |3
13713|Barlow|Barlow, Edward, <i>Barlow's Journal</i> (London, 1934), vol. 1. |3
13714|Barreda|Barreda, Fernando,"La Trata Negrera desde el Puerto de Santander," <i>Boletin de la Biblioteca de Menendez Pelayo</i>, 29 (1953) 1-2: 5-22.|3
13715|Behrendt|Behrendt, Stephen D.,"The Journal of an African Slaver, 1789-92, and the Gold Coast Slave Trade of William Collow," <i>History in Africa</i>, 22 (1995): 61-71.|3
13716|Beluche|Beluche, Renato, <i>Primera y última contestación á las gacetas de Puertorico</i> (Puertocabello, 1825).|3
13717|Benezet|Benezet, Anthony, <i>Some Historical Account of Guinea</i> (London, 1788).|3
13718|Bentley|Bentley, William], <i>Diary of William Bentley, DD: Pastor of the East Church Salem, Massachusetts</i>, 4 vols. (Gloucester, Ma, 1907).|3
13719|Bethell|Bethell, Leslie, <i>The Abolition of the Brazilian Slave Trade</i> (Cambridge, 1970).|3
13720|DocHist|Biblioteca Nacional do Rio de Janeiro, <i>Documentos Históricos da Biblioteca Nacional do Rio de Janeiro</i>, 110 vols. (Rio de Janeiro, 1929-55).     |3
13721|Böeseken|<p>B&ouml;eseken, A. J., <em>Slaves and Free Blacks at the Cape, 1658-1700</em> (Capetown, 1977).</p>|3
13722|Boettcher|Boettcher, Nikolaus, <i>Aufstieg und Fall eines Handelsimperiums. </i><i>Portugiesische Kaufleute und Sklavenhaendler in Cartagena de Indias von 1580 bis zur Mitte des 17. Jahrhunderts</i> (Frankfurt am Main, 1995).|3
13723|Borrego Plá|<p>Borrego Pl&aacute;, Maria del Carmen, <em>Cartagena de Indias en el siglo XVI</em> (Sevilla, 1983).</p>|3
13724|Aspinwall|Boston (Mass), Registry Department, <i>A Volume Relating to the Early History of Boston containing the Aspinwall Notarial Records from 1644 to 1851</i> (Boston, 1903).|3
13725|Boucher1|Boucher, Maurice, <i>The Cape of Good Hope and foreign contacts, 1735-1755</i> (Pretoria, 1985).|3
13726|Boucher2|Boucher, Maurice,"An Unexpected Visitor: Charles Barrington at the Cape in 1737," <i>Suid Afikaanse Historieses Joernaal</i>, 13 (1981): 20-35.|3
13727|Boudriot|Boudriot, Jean, <i>Traite et Navire Négrier: l'Aurore</i> (Paris, 1984).|3
13728|Boxer,1951|<p>Boxer "English", <em>Mariners' Mirror</em>, 37 (1951): 215-215</p>|3
13729|Boxer,1952|<p>Boxer, Charles, <em>Salvador de S&aacute; and the Struggle for Brazil and Angola, 1602-1686</em> (London, 1952)</p>|3
13730|Boxer,1957|Boxer, Charles Ralph, <i>The Dutch in Brazil, 1624-1654</i> (Oxford, 1957).|3
13731|MMA|Brásio, António (ed.), <i>Monumenta Missionária Africana</i> (Lisboa, 1953-1988).|3
13732|BFAS,STL|British and Foreign Anti-Slavery Society, <i>Slave Traders in Liverpool</i> (London, 1862).|3
13733|Braudel|Braudel, Fernand, <i>La Méditerranée et le monde méditerranéen á l'époque de Philippe II</i>, 3 vols. (Paris, 1990).|3
13734|Cabot|Briggs, L. Vernon, <i>History and Genealogy of the Cabot Family, 1475-1927</i>, 2 vols. (Boston, 1927).|3
13735|DCHSNY|Brodhead, John Romeyn, <i>Documents Relative to the Colonial History of New York</i>, 10 vols. (New York, 1853-60), vols. 2, 5.|3
13736|Buffet,1972|Buffet, Henri-François, <i>Vie et société; au Port-Louis des origines à Napoléon III</i> (Rennes, 1972).|3
13737|Butterworth|Butterworth, William (Henry Schroeder), <i>Three Years Adventures of a Minor</i> (Leeds, 1822).|3
13738|Cáceres|Cáceres, Rina,"Indégenas y africanos en las redes de la esclavitud en Centroamérica," in Cáceres, Rina (ed.), <i>Rutas de la esclavitud en África y América Latina</i> (San José, 2001).|3
13739|Canney|Canney, Donald L., <i>Africa Squadron: The US Navy and the Slave Trade, 1842-1861</i> (Washington, DC, 2006).|3
13740|Cardoso|Cardoso, Gerald, <i>Negro Slavery in the Sugar Plantations of Veracruz and Pernambuco, 1550-1680</i> (Washington DC, 1983) |3
13741|Carreira,Trafico|Carreira, António, <i>Tráfico português de escravos</i> (Lisboa, 1979).|3
13742|Carreira1969|Carreira, António, <i>As companhias pombalinas de navegação: comércio e tráfico de escravos entre a costa Africana e o nordeste brasileiro</i> (Porto, 1969).|3
13743|Carreira|Carreira, António, <i>As Companhias Pombalinas de Grão-Pará e Maranhão e Pernambuco e Paraíba</i>, 2<sup>nd</sup> edition (Lisbon, 1983).   |3
13744|Catterall|<p>Catterall, Helen Tunnicliff, <em>Judicial Cases Concerning American Slavery and the Negro</em> (Washington, DC., 1926-1937)</p>|3
13745|Clarkson|Clarkson, Thomas, <i>History of the Rise, Progress, and Accomplishment of the Abolition of the African Slave Trade by the British Parliament</i>, 3 vols. (London, 1808).|3
13746|Coffin|Coffin, Joshua, <i>An Account of some of the principal slave insurrections, and others that have occurred, or been attempted, in the United States and elsewhere in the last two centuries</i> (New York, 1860). |3
13747|Corry|Corry, Joseph, <i>Observations upon the Windward Coast of Africa</i> (London, 1807). |3
13748|Coughtry|<p>Coughtry, Jay, <em>The Notorious Triangle: Rhode Island and the African Slave Trade, 1700-1807</em> (Philadelphia, 1981).</p>|3
13749|craig|Craig, Robert and Rupert Jarvis, <i>Liverpool Registry of Merchant Ships</i> (Manchester, 1967).|3
13750|AHNA|<i>Arquivo Histórico Nacional de Angola</i> (Luanda, Angola)|1
13751|Crane|Crane, Elaine F., "The First Wheel of Commerce': Newport, Rhode Island and the Slave Trade, 1760-1776," <i>Slavery &  Abolition</i>, 1 (1980): 178-98.|3
13752|RI Slaver|Crane, Verner Winslow (ed.), <i>A Rhode Island Slaver, Trade Book of the Sloop Adventure, 1773-1774</i> (Providence, RI, 1922). |3
13753|Crespi|Crespi, Liliana,"Negros apresados en operaciones de corso durante la guerra con el Brasil (1825-1828)," <i>Temas de Asia y Africa</i>, 2 (1994): 109-22.    |3
13754|Crooks|Crooks, J.J. (ed.), <i>Records Relating to the Gold Coast Settelements from 1750 to 1874</i> (London, 1923). |3
13755|Crow|Crow, Hugh, <i>Memoirs of the Late Captain Hugh Crow of Liverpool</i> (London, 1830).|3
13756|Cultru|Courbe, Michel Jajolet de la, <i>Premier Voyage du Sieur de la Courbe fait B la Coste d'Afrique en 1685</i>, edited by Paul Cultru (Paris, 1913).|3
13757|AfricaRemembered|Curtin, Phillip D. (ed.), <i>Africa Remembered: Narratives by West Africans from the Era of the Slave Trade</i> (Madison, 1967).        |3
13758|Curtis,1855|Curtis, B. R., <i>Reports of the Decisions of the Supreme Court of the United States with notes and a digest</i> (Boston, 1855).                      |3
13759|Daget|<p>Daget, Serge, <em>R&eacute;pertoire des Exp&eacute;ditions N&eacute;gri&egrave;res Fran&ccedil;aises &agrave; la Traite Ill&eacute;gale (1814-1850) </em> (Nantes, 1988)</p>|3
13760|Dalleo|Dalleo, Peter D.,"Africans in the Caribbean: A Preliminary Reassessment of Recaptives in the Bahamas, 1811-1860," <i>Journal of the Bahamas Historical Society</i>, 6 (1984): 15-24.|3
13761|D'Auvergne|D'Auvergne, Edmund B., <i>Human Livestock</i>, (London, n.d.).|3
13762|Davenant|Davenant, Charles, <i>The Political and Commercial Works of that Celebrated Writer Charles D'Avenant</i>, 5 vols. (London, 1771), vol. 5.|3
13763|Davis|Davis, Ralph, <i>The Rise of the English Shipping Industry in Seventeenth and Eighteenth Centuries</i> (London, 1962).|3
13764|Kock|De Kock, Victor, <i>Those in Bondage: An Account of the Life of a Slave at the Cape in the Days of the Dutch East India Company</i> (Port Washington, NY, 1950).|3
13765|DeLaet|De Laet, Joannes, <i>Iaerlyck verhael van de verrichtinghen der Geoctroyeerde West-Indische Compagnie in derthien boeken</i>, edited by S.P. Honoré (s-Gravenhage, 1931, 1932, 1934, 1937).|3
13766|D'Elbée|D'Elbée, Sieur, <i>Relation de ce qui s'est passé dans les Isles & Terre Ferme de L'Amerique, pendant la derniere guerre aved l'Angleterre, & depuis en execution du Traitté de Breda</i>   (Paris, 1671).|3
13767|Mello,Nederlanders|De Mello, José Antonio Gonsalves, <i>Nederlanders in Brazilie (1624-1654). </i><i>De invloed van de Hollandse bezetting op het leven en de cultuur in Noord-Brazili&euml;</i> (Zutphen, 2001).|3
13768|Roever|De Roever, N.,"Twee concurrenten van de eerste West-Indische Compagnie," <i>Oud-Holland</i>, (1889).|3
13769|Studer|<p>De Studer, Elena F. S., <em>Trata de Negros en el Rio de la Plata Durante el Siglo XVII</em> (Buenos Aires, 1984).</p>|3
13770|Defoe|Defoe, Daniel, <i>History of the Pirates</i> (London, [1724] 1814).|3
13771|Heijer|Den Heijer, Henk, <i>De geschiedenis van de WIC</i> (Zutphen, 1994).|3
13772|Heijer,1997|Den Heijer, Henk, <i>Goud, ivoor en slav</i><i>en. </i><i>Scheepvaart en handel van de Tweede Westindische Compagnie op Afrika, 1674-1740</i> (Zutphen, 1997).|3
13773|Diouf|Diouf, A. Sylviane, <i>Dreams of Africa in Alabama: The Slave Ship Clotilda and the Story of the Last Africans Brought to America</i> (New York , 2007).|3
13774|Dixon|Dixon, Mark,"Remembering the Ganges," <i>Main Line </i><i> Today</i>, February, 2005.|3
13775|Dodson|Dodson, John, <i>A Report of the Case of the Louis</i> (London, 1817).|3
13776|Donnan|<p>Donnan, Elizabeth, ed., <em>Documents Illustrative of the History of the Slave Trade to the Americas, vol. III</em> (Washington, DC, 1930)</p>|3
13777|Donnan,SouthSeaCo|Donnan, Elizabeth,"The Early Days of the South Sea Company, 1711-1718," <i>Journal of Economic and Business History</i>, 2 (1929): 419-50.|3
13778|Dorsey|Dorsey, Joseph C., <i>Slave Trade in the Age of Abolition: Puerto Rico, West Africa and the Non-Hispanic Caribbean, 1815-1859</i> (Gainesville, 2003).    |3
13779|Santos,1973|Dos Santos, Corcino Medeiros,"Relações de Angola com o Rio de Janeiro (1736-1808)," <i>Estudos Históricos</i>, 12 (1973): 7-68.|3
13780|Santos1993|Dos Santos, Corcino Medeiros,<i> O Rio de Janeiro e a conjuntura Atlântica</i> (Rio de Janeiro, 1993).|3
13781|Dow|Dow, George Francis, <i>Slave Ships and Slaving</i> (Salem, MA, 1927).|3
13782|Driedger|Driedger, Michael,"Research Note: Preliminary Evidence on European Mennonites and the Slave Trade," <i>Mennonite Quarterly Review</i>, 74 (2000), pp. 479-480.|3
13783|Duffil|Duffil, Mark,"The Africa Trade from the Ports of Scotland, 1706-66," <i>Slavery and Abolition</i>," 25 (2004): 102-22.|3
13784|Durnford|Durnford, Charles, and Edward Hyde East, <i>Term Reports in the Court of King's Bench</i>, (London, 1817).|3
13785|Edwards|Edwards, Bryan, <i>A Speech Delivered at a Free Conference Between the Honourable Council and Assembly of Jamaica</i> (Kingston, 1789).     |3
13786|PringleLB        |Edgar, Walter (ed.), <i>The Letterbook of Robert Pringle 1737-45</i>, 2 vols. (Columbia, SC, 1972).|3
13787|Elder|Elder, Melinda, <i>The Slave Trade and the Economic Development of Eighteenth Century Lancaster</i> (Halifax, 1992).    |3
13788|Eltis,1974|Eltis, David,"The British Trans-Atlantic Slave Trade after 1807," <i>Journal of Maritime History</i>, 4 (1974): 1-11.|3
13789|Emmer|Emmer, Pieter C.,"De Laatste Slavenreis van de Middelburgsche Commercie Compagnie," <i>Economisch en Sociaal-Historisch Jaarboek</i>, 34 (1971): 72-123.|3
13790|Emmer,Slavenhandel|Emmer, Pieter C.,"De slavenhandel van en naar Nieuw-Nederland," <i>Economisch en Sociaal-Historisch Jaarboek</i>, 35 (1972): 94-147.|3
13791|ER169|<i>English Reports</i>, 169 (1845).  |3
13792|Enthoven2001|Enthoven, Victor,"Pinassen, jachten en fregatten. Schepen in de Nederlandse Atlantische slavenhandel," in Remmelt Daalder et al. (eds.), <i>Slaven en Schepen. Enkele reis, bestemming onbekend</i> (Leiden, 2001).|3
13793|Everts2001|Everts, Natalie,"Als je geen meester hebt, zal een roofdier je verslinden. Inheemse slavernij in de Akan-samenleving aan de Goudkust in de achttiende eeuw." In Remmelt Daalder, Andrea Kieskamp and Dirk J. Tang (eds.), <i>Slaven en schepen. </i><i>Enkele reis, </i><i>bestemming onbekend </i>(Leiden, 2001).|3
13794|Faber|Faber, Eli, <i>Jews, Slaves, and the Slave Trade: Setting the Record Straight</i> (New York, 1998).|3
13795|Falconbridge|<p>Falconbridge, Anna Maria, <em>Narrative of Two Voyages to the River Sierra Leone , during the Years 1791, 1792, and 1793</em> (London, 2000)</p>|3
13796|FC|<i>The Federal Cases</i>, 30 vols. (St. Paul, MN, 1894-97).           |3
13797|Foache|Foache, Stanislas, <i>Réflexions sur le commerce, la navigation et les colonies</i> (Paris, 1787).|3
13798|NewEnglandQuart,3|Ford, Amelia C. (ed.),"An Eighteenth Century Letter from a Sea Captain to his Owner," <i>New England</i><i> Quarterly</i>, 3 (1930): 136-45. |3
13799|AnteraDuke|Forde, Daryll, <i>Efik Traders of Old Calabar: Containing the Diary of Antera Duke</i> (London, 1956).|3
13800|Ford,WC|Ford, W. C. (ed.), <i>The Commerce of Rhode Island, 1726-1800</i>, 2 vols. (Massachusetts Historical Society, 1914-15).|3
13801|Franco,JL|Franco, José Luciano, <i>Comercio Clandestino de Esclavos</i> (Habana, 1996).  |3
13802|Franco|Franco, Marisa Vega, <i>El Trafico de Esclavos con America (Asiento de Grillo y Lomelin, 1663-1674</i> (Sevilla, 1984), pp. 194-202.     |3
13803|Froger|Froger, François, <i>Relation d'un voyage fait en 1695, 1696, 1697 aux côtes de l'Afrique détroit de Magellan, Brésil, Cayenne et Iles Antilles par Monsieur de Gennes</i> (Paris, [1697] 1700).|3
13804|Frutuoso|Frutuoso, Eduardo Jorge Miranda, Paulo Guinote and Antonio Lopes, <i>O movimento do porto de Lisboa e o comercio luso-brasileiro (1769-1836)</i> (Lisboa, 2001).  |3
13805|Fytte|Fytte, Goran, <i>Det kungliga svenska slavereit</i> (Stockholm, 1986).      |3
13806|Galenson|Galenson, David, <i>Traders, Planters and Slaves: Market Behaviour in Early English America</i> (Cambridge, 1986).|3
13807|Gaspar|Gaspar, David Barry, <i>Bondmen and Rebels: A Study of Master-Slave Relations in Antigua</i> (Baltimore, 1985).     |3
13808|Gaspar,2005|Gaspar, David Barry,"'Subjects to the King of Portugal': Captivity and Repatriation in the Atlantic Slave Trade (Antigua, 2004)," in Elizabeth Macke and Caarole Shammas (eds.), <i>The Creation of the British Atlantic World</i> (Baltimore, 2005).       |3
13809|Gehring&Schiltkamp|Gehring, Charles T., and J. A. Schiltkamp (eds.), <i>Curacao Papers, 1640-1665: New Netherlands Documents, XIV</i> (Interlaken, 1987).                       |3
13810|Gill|Gill, Conrad, <i>Merchants and Mariners of the Eighteenth Century</i> (London, 1961).            |3
13811|Godinho|Godinho, Vitorino Magalhães, <i>Os descobrimentos e a economia mundial</i>, 4 vols. (Lisboa, 1983-1984 [1963-1971]).|3
13812|Gomes,Achegas|Gomes, Alfredo,"Achegas para a historia do trafico no Brasil &#8211; Aspectos numericos," in <i>IV Congresso de Historia Nacional, 21-28 Abril de 1949, Anais</i>, vol. 5, edited by Instituto Historico e Geografico Brasileiro (Rio de janeiro, 1950).|3
13813|LiverpoolDirectory|<i>Gore's Directory</i> (Liverpool, 1807).|3
13814|Goslinga,Curacao|Goslinga, Cornelis Ch.,"Curaçao as a slave-trading center during the war of the Spanish succession (1702-1714)," <i>Nieuwe West-Indische Gids</i>, 52 (1977-8): 1-50.|3
13815|Goslinga|Goslinga, Cornelis Ch., <i>The Dutch in the Caribbean and the Guianas, 1680-1791 </i>(Assen, 1985).|3
13816|Gragg,1989|Gragg, Larry Dale,"The Troubled Voyage of the Rainbow," <i>History Today</i>, 39 (August, 1989): 36-41.|3
13817|Gragg,1995|Gragg, Larry Dale."'To Procure Negroes': The English Slave Trade to Barbados, 1627-60," <i>Slavery & Abolition</i>, 16 (1995): 65-84.|3
13818|Gragg,Englishmen|Gragg, Larry Dale, <i>Englishmen Transplanted: The English colonization of Barbados, 1627-1660</i> (Oxford, 2003).|3
13819|Graham,Mowat|Graham, Eric J., and Sue Mowat,"The Slaving Voyage of the Hannover of Port Glasgow, 1719-20," <i>History Scotland</i>, 3 (2003) 5: 26-34.      |3
13820|Grandidier|Grandidier, Alfred and Guillaume Grandidier, <i>Collection des Ouvrages Anciens Concernant Madagascar</i>, 6 vols. (Paris, 1905).|3
13821|ActsPC|<p>Great Britain, <em>Acts of the Privy Council of England: Colonial Series</em>, (London, 1908-), Vol. III.</p>|3
13822|CSPCS|<p>Great Britain, <em>Calendar of State Papers: Colonial Series</em> (London, 1878-1905), Vols. 1, 5, 7-21, 42, 58</p>|3
13823|CJ,1738-39|Great Britain, <i>Commons' Journal</i>, 1738-39   |3
13824|IUP,ST|Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-74).|3
13825|JBT|Great Britain, <i>Journal of the Commissioners of Trade and Plantations preserved in the Public Record Office 1704-1782</i>, 14 vols. (London, 1920-37).    |3
13826|mssHL|Great Britain, <i>Manuscripts of the House of Lords: New Series</i>, 11 vols. (London, 1900).|3
13827|PP|Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX|3
13828|McLeod|McLeod, John, <i>A Voyage to Africa with Some Account of the Manners and Customs of the Dahomian People</i> (London, 1820).   |3
13829|Acton|Great Britain, High Court of Appeals for Prizes, <i>Reports of Cases argued and determined before the most noble and right honorable the Lords Commissioners of Appeals in prize causes</i>:<i> from June 12, 1809, to August 15, 1810</i>, by Thomas Harmon Acton, 2 vols. (Boston, 1853).|3
13830|Green|Green, Lorenzo,"Mutiny on Slave Ships," <i>Phylon</i>, 5 (1944) 4: 346-354.|3
13831|Green-Pedersen|<p>Green-Pedersen, Svend E.,"The Scope and Structure of the Danish Negro Slave Trade," <em>Scandinavian Economic History Review</em>, 19 (1971): 149-97.</p>|3
13832|Hair|Hair, P. E. H.,"Antera Duke of Old Calabar," <i>History in Africa</i>, 17 (1990): 359-65.|3
13833|Barbot|Hair, P. E. H, Adam Jones and Robin Law, <i>Barbot on Guinea: The Writings of Jean Barbot on West Africa, 1678-1712</i> (London, 1992).|3
13834|Halgar|Halgar, G,"Abord du Navire Nantais le Crillon vers l'Afrique et vers Saint-Domingue," <i>Bulletin de la Société Archéologique et Historiques de Nantes</i>, 66 (1926): 89-96. |3
13835|Hall|Hall, Gwendolyn Midlo, <i>Africans in Colonial Louisiana: The Development of Afro-Creole Culture in the Eighteenth Century</i> (Baton Rouge, 1992).           |3
13836|Hallett|Hallett, Robin (ed.), <i>Records of the African Association, 1788-1831</i> (London, 1964).|3
13837|Hamer|Hamer, Philip M., George C. Rogers and Peggy J. Wehage (eds.), <i>The Papers of Henry Laurens</i>, 16 vols. (1968-74).                |3
13838|Hancock|Hancock, David (ed.), <i>The Letters of William Freeman, London Merchant, 1678-1685</i> (London, 2002). |3
13839|Hand|Hand, Charles R.,"The Kitty's Amelia, The Last Liverpool Slaver," <i>Transactions of the Lancashire and Cheshire Historical Society</i>, 82 (1930): 69-80.|3
13840|Harlow,Colonising|Harlow, Vincent T. (ed.), <i>Colonising Expeditions to the West Indies and Guiana, 1623-1667</i> (London, 1925).|3
13841|Harms|Harms, Robert, <i>The Diligent: A Voyage Through the Worlds of the Slave Trade</i> (New York, 2002).|3
13842|HawkinsVoyage|Hawkins, John, <i>Hawkins' Voyages During the Reigns of Henry VIII, Queen Elizabeth and James I</i> (London, 1878).|3
13843|Hawkins,Joseph|Hawkins, Joseph, <i>A History of a Voyage to the Coast of Africa</i> (Troy, 1797).|3
13844|Hedges|Hedges, James B. <i>The Browns of Providence Plantations. Vol. 1, The Colonial Years</i> (Providence, 1968).|3
13845|Hernæs|<p>Hern&aelig;s, Per O, <em>Slaves, Danes, and African Coast Society: The Danish Slave Trade from West Africa and Afro-Danish Relations on the Eighteenth Century Gold Coast</em> (Trondheim, 1995).</p>|3
13846|HerreraCasasús|Herrera Casasús, Maria Luisa, <i>Presencia y Esclavitud del Negro en La Huesteca</i> (México, 1989).|3
13847|Hill|Hill, Pascoe Grenfell, <i>Fifty Days on Board a Slave Vessel In the Mozambique Slave Channel April and May, 1843</i> (Baltimore, [1848] 1993).|3
13848|HMC,Portland|Historical Manuscripts Commission, <i>Manuscripts of the Duke of Portland</i>, 2 vols. (London, 1893).|3
13849|Holliday|Holliday, John, <i>A Short Account of...the Putrid Bilious Fever...which Appeared in the City of Havanna</i> (Boston, 1796).  |3
13850|Hotten|Hotten, John Camden, <i>The Original List of Persons of Quality, Emigrants, Religious Exiles, Political Rebels</i> (London, 1874).|3
13851|Howard|<p>Howard, Warren S., <em>American Slaves and Federal Law, 1837-1862</em> (Berkeley, CA, 1963)</p>|3
13852|Howe|Howe, George Locke, <i>Mount</i><i> Hope: A New England Chronicle</i> (New York, 1959).|3
13853|Hrodej|Hrodej, Philippe, <i>L'amiral Du Casse: l'elevation d'un Gascon sous Louis XIV</i>, 2 vols. (Paris, 1999).|3
13854|Hudig|Hudig, J., <i>De scheepvaart op West-Afrika en West-Indie in de achttiende eeuw</i> (Amsterdam, 1926).|3
13855|CHdeL|Huetz de Lemps, Christian, <i>Géographie du Commerce de Bordeaux à la Fin du Règne de Louis XIV</i> (Paris, 1975).      |3
